timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,pressure,wind_speed,wind_direction
2024-09-02 03:00:00,15.5,24.3,55.8,16.9,997.8,26.3,8.6,53.6,1010.9,0.0,165
2024-09-02 04:00:00,18.4,30.4,48.2,15.3,1058.2,34.5,9.8,44.5,1009.4,4.7,225
2024-09-02 05:00:00,19.7,31.1,57.5,14.9,1113.1,28.9,11.3,58.4,1008.5,4.6,171
2024-09-02 06:00:00,20.8,34.3,65.3,16.1,1160.3,30.6,12.8,50.8,1015.3,4.9,170
2024-09-02 07:00:00,42.2,69.7,82.4,14.2,1493.8,14.5,14.4,46.3,1010.0,3.1,205
2024-09-02 08:00:00,36.0,52.4,82.6,15.8,1541.5,17.0,15.8,45.0,1017.9,4.4,197
2024-09-02 09:00:00,43.5,64.8,84.1,14.6,1446.8,23.1,17.1,43.1,1014.9,3.4,258
2024-09-02 10:00:00,23.4,40.1,51.2,17.3,1001.6,21.1,18.0,54.6,1018.2,2.0,215
2024-09-02 11:00:00,31.5,49.4,50.8,18.5,894.6,52.9,18.6,40.0,1015.5,5.2,189
2024-09-02 12:00:00,26.1,43.6,51.5,19.4,906.4,54.3,18.8,40.8,1009.1,5.5,246
2024-09-02 13:00:00,21.1,30.8,42.1,13.5,843.6,64.5,18.6,40.0,1017.0,0.6,206
2024-09-02 14:00:00,21.6,31.3,42.4,16.3,818.2,65.2,18.0,45.8,1013.1,3.9,190
2024-09-02 15:00:00,26.2,36.4,47.1,15.5,778.3,63.4,17.1,55.1,1010.9,5.3,176
2024-09-02 16:00:00,18.1,31.7,38.8,16.9,731.6,92.8,15.8,50.5,1018.0,3.2,177
2024-09-02 17:00:00,33.6,55.1,49.3,18.3,953.3,98.3,14.4,49.9,1012.1,4.0,145
2024-09-02 18:00:00,24.4,40.3,61.6,15.6,988.3,95.5,12.8,50.0,1015.9,1.2,204
2024-09-02 19:00:00,30.2,49.5,55.5,14.6,1042.7,80.6,11.3,50.6,1012.6,5.8,219
2024-09-02 20:00:00,21.3,38.3,43.3,19.1,697.1,77.9,9.8,61.5,1013.8,3.9,200
2024-09-02 21:00:00,18.8,31.0,44.3,16.0,802.9,56.3,8.6,61.0,1012.3,2.2,213
2024-09-02 22:00:00,24.4,38.9,42.3,18.4,771.0,66.2,7.6,58.2,1017.2,2.8,177
2024-09-02 23:00:00,25.4,37.9,42.4,18.9,812.4,79.2,7.0,55.8,1013.9,4.8,153
2024-09-03 00:00:00,16.3,26.2,56.0,17.2,892.8,50.8,7.7,60.9,1014.9,3.4,216
2024-09-03 01:00:00,16.6,25.9,52.9,16.3,1053.2,24.7,7.9,67.8,1010.0,4.6,194
2024-09-03 02:00:00,13.1,23.3,56.1,16.9,979.1,16.1,8.5,62.9,1011.2,2.7,198
2024-09-03 03:00:00,18.1,29.0,61.7,17.6,1078.3,36.6,9.4,51.2,1011.8,4.4,236
2024-09-03 04:00:00,21.8,35.2,64.3,16.9,1047.1,40.1,10.7,51.8,1013.9,3.4,195
2024-09-03 05:00:00,20.0,29.4,65.5,14.6,1056.3,35.3,12.1,40.2,1015.9,4.9,187
2024-09-03 06:00:00,27.0,42.3,60.3,15.3,1135.7,17.0,13.7,49.0,1013.0,5.0,234
2024-09-03 07:00:00,40.4,65.5,84.3,12.0,1551.6,21.5,15.2,42.0,1019.3,2.4,238
2024-09-03 08:00:00,37.3,53.8,82.2,15.1,1410.0,27.1,16.7,56.7,1016.4,7.9,194
2024-09-03 09:00:00,43.7,67.4,83.4,14.7,1517.5,26.8,17.9,43.2,1015.8,4.9,208
2024-09-03 10:00:00,26.1,43.2,54.3,18.7,1052.8,29.7,18.9,40.0,1013.5,1.5,179
2024-09-03 11:00:00,26.5,41.1,60.4,17.8,995.8,35.9,19.5,40.0,1016.4,5.1,225
2024-09-03 12:00:00,28.0,44.8,50.7,15.6,982.9,51.5,19.7,40.9,1012.3,3.5,206
2024-09-03 13:00:00,20.8,34.6,44.7,16.4,816.8,69.6,19.5,40.0,1017.6,5.2,208
2024-09-03 14:00:00,19.4,35.1,45.9,17.5,786.9,66.9,18.9,45.4,1012.8,2.9,178
2024-09-03 15:00:00,19.5,30.4,43.3,18.6,767.8,99.2,17.9,40.0,1009.0,4.9,244
2024-09-03 16:00:00,21.2,32.7,44.5,18.1,722.7,71.6,16.7,47.7,1014.4,5.8,177
2024-09-03 17:00:00,31.2,43.2,54.9,14.6,918.4,85.8,15.2,46.6,1010.3,5.5,221
2024-09-03 18:00:00,24.3,35.8,54.0,14.8,955.9,67.6,13.7,50.7,1008.9,2.3,229
2024-09-03 19:00:00,28.6,43.7,59.1,19.1,1065.3,85.1,12.1,48.5,1016.3,4.3,187
2024-09-03 20:00:00,18.2,26.7,47.0,19.6,625.2,98.8,10.7,55.6,1017.1,5.8,222
2024-09-03 21:00:00,17.5,27.7,43.4,20.3,762.0,66.9,9.4,63.1,1012.1,3.5,210
2024-09-03 22:00:00,25.4,40.8,53.3,16.0,865.1,68.0,8.5,54.7,1012.2,5.6,214
2024-09-03 23:00:00,26.1,41.1,55.7,15.5,884.9,61.4,7.9,54.0,1013.4,4.6,196
2024-09-04 00:00:00,16.0,26.7,50.3,20.1,934.9,42.1,8.5,56.1,1010.5,4.0,216
2024-09-04 01:00:00,10.3,16.5,48.6,19.0,1012.5,56.6,8.7,63.5,1012.8,5.9,201
2024-09-04 02:00:00,17.2,29.4,67.9,16.6,1019.2,32.7,9.3,56.7,1014.3,5.7,215
2024-09-04 03:00:00,16.7,25.5,45.3,19.4,1043.6,55.8,10.2,53.4,1014.0,5.8,220
2024-09-04 04:00:00,16.7,26.8,54.7,14.9,1021.4,26.9,11.5,46.5,1015.3,5.5,212
2024-09-04 05:00:00,15.6,27.7,53.1,14.6,1014.5,30.2,12.9,54.4,1015.9,6.4,198
2024-09-04 06:00:00,31.2,51.8,63.4,16.9,1105.1,11.2,14.5,52.9,1014.2,5.3,202
2024-09-04 07:00:00,37.2,66.1,88.6,14.8,1511.7,15.6,16.0,45.3,1020.0,4.0,209
2024-09-04 08:00:00,41.4,72.5,80.0,18.6,1572.5,29.2,17.5,40.2,1007.8,4.4,203
2024-09-04 09:00:00,34.7,54.1,80.6,14.0,1446.1,21.6,18.7,46.5,1012.4,5.6,148
2024-09-04 10:00:00,26.1,40.4,62.0,19.8,1137.9,31.4,19.7,40.0,1016.5,4.6,256
2024-09-04 11:00:00,23.2,35.2,51.8,16.8,913.7,25.4,20.3,44.3,1015.4,5.0,209
2024-09-04 12:00:00,26.0,47.1,51.4,15.9,1015.6,69.4,20.5,40.0,1012.0,4.4,265
2024-09-04 13:00:00,22.7,37.7,52.8,17.5,805.8,44.1,20.3,40.0,1014.0,3.0,212
2024-09-04 14:00:00,25.7,39.7,48.9,17.1,872.3,59.1,19.7,40.0,1015.6,6.3,213
2024-09-04 15:00:00,28.0,42.5,36.0,18.9,842.1,90.1,18.7,41.2,1014.2,6.4,183
2024-09-04 16:00:00,23.8,38.3,44.1,11.9,640.8,82.4,17.5,42.1,1014.3,2.5,204
2024-09-04 17:00:00,29.2,43.8,58.6,16.1,988.1,95.9,16.0,40.3,1016.3,3.4,203
2024-09-04 18:00:00,26.0,39.4,50.7,18.9,1048.3,72.6,14.5,48.5,1011.2,6.7,199
2024-09-04 19:00:00,28.2,51.4,59.3,16.8,941.0,84.3,12.9,53.2,1011.9,6.2,229
2024-09-04 20:00:00,22.9,35.3,42.0,16.6,750.9,80.3,11.5,47.5,1016.4,6.4,145
2024-09-04 21:00:00,21.1,33.7,33.3,19.0,801.7,76.9,10.2,57.4,1012.6,5.0,207
2024-09-04 22:00:00,22.7,32.0,38.9,19.1,771.8,67.5,9.3,61.6,1015.1,3.7,191
2024-09-04 23:00:00,23.3,33.8,51.0,16.5,849.0,58.1,8.7,53.3,1017.7,3.6,187
2024-09-05 00:00:00,18.8,29.9,52.9,15.9,888.0,38.0,9.3,58.3,1016.3,5.5,167
2024-09-05 01:00:00,14.3,22.9,46.2,14.1,1002.1,58.2,9.5,61.2,1012.8,4.1,241
2024-09-05 02:00:00,13.7,21.9,47.6,15.9,1002.7,27.8,10.1,58.0,1011.9,3.6,217
2024-09-05 03:00:00,15.6,24.7,56.0,15.0,1028.3,25.6,11.0,54.1,1017.0,5.1,189
2024-09-05 04:00:00,19.9,33.5,54.3,16.7,1099.9,15.9,12.3,52.0,1015.5,4.2,192
2024-09-05 05:00:00,11.7,18.0,53.9,15.7,1154.3,21.1,13.7,59.1,1018.8,0.5,131
2024-09-05 06:00:00,28.7,44.8,54.6,15.8,1127.3,25.8,15.3,49.6,1015.7,4.2,219
2024-09-05 07:00:00,39.5,56.0,85.7,16.7,1563.0,18.5,16.8,43.5,1014.7,3.8,169
2024-09-05 08:00:00,41.2,70.4,88.9,19.0,1511.5,32.0,18.3,45.9,1012.3,3.8,178
2024-09-05 09:00:00,39.8,61.2,84.1,13.7,1463.9,10.0,19.5,40.0,1014.4,5.7,202
2024-09-05 10:00:00,21.0,34.8,57.7,17.4,1023.5,35.5,20.5,40.0,1016.0,5.4,226
2024-09-05 11:00:00,31.6,45.5,46.5,14.3,943.5,52.4,21.0,41.7,1019.4,8.1,160
2024-09-05 12:00:00,21.9,33.2,52.0,20.6,917.8,68.7,21.3,40.3,1017.1,3.8,243
2024-09-05 13:00:00,22.3,37.8,43.9,18.4,739.2,76.1,21.0,40.0,1011.6,5.4,178
2024-09-05 14:00:00,20.5,30.2,48.4,19.3,783.5,61.1,20.5,40.0,1012.5,3.6,190
2024-09-05 15:00:00,23.3,36.2,48.6,15.0,719.7,65.7,19.5,41.4,1017.1,5.7,206
2024-09-05 16:00:00,19.4,30.2,45.9,16.2,736.4,80.2,18.3,40.0,1014.4,8.6,168
2024-09-05 17:00:00,32.2,50.8,55.7,17.0,1024.4,72.4,16.8,48.4,1017.6,6.1,230
2024-09-05 18:00:00,26.8,44.0,59.5,16.8,957.2,88.8,15.3,55.0,1010.6,2.8,226
2024-09-05 19:00:00,25.0,37.3,56.6,18.6,999.7,75.6,13.7,41.7,1009.3,3.3,223
2024-09-05 20:00:00,23.2,41.7,45.6,18.9,685.6,89.6,12.3,48.3,1008.4,3.1,211
2024-09-05 21:00:00,20.0,31.0,46.1,15.5,828.8,71.7,11.0,61.9,1020.5,5.3,241
2024-09-05 22:00:00,24.7,40.0,47.0,18.5,877.7,61.5,10.1,57.1,1015.5,4.2,236
2024-09-05 23:00:00,20.5,31.5,50.3,18.9,940.4,66.6,9.5,56.1,1022.0,6.9,263
2024-09-06 00:00:00,20.6,34.5,51.0,16.1,986.9,62.8,10.0,55.8,1015.7,4.0,225
2024-09-06 01:00:00,16.8,29.4,53.1,21.1,960.2,66.7,10.2,56.6,1016.4,5.3,208
2024-09-06 02:00:00,15.5,24.0,49.2,15.7,995.9,36.9,10.8,41.7,1013.9,3.9,242
2024-09-06 03:00:00,13.1,19.8,57.7,17.7,1052.2,35.2,11.8,46.1,1012.8,3.2,195
2024-09-06 04:00:00,22.4,36.3,57.1,19.0,1048.0,17.4,13.0,49.5,1014.1,3.8,180
2024-09-06 05:00:00,16.1,25.0,61.6,18.4,945.9,24.0,14.4,52.9,1019.2,4.9,181
2024-09-06 06:00:00,27.7,42.7,59.7,13.8,1023.7,19.2,16.0,40.0,1016.8,5.0,205
2024-09-06 07:00:00,32.9,49.6,82.8,16.5,1526.0,23.3,17.6,45.8,1011.7,5.9,229
2024-09-06 08:00:00,47.3,73.1,85.5,20.8,1504.0,10.0,19.0,44.8,1019.2,4.9,201
2024-09-06 09:00:00,46.2,65.8,79.2,16.9,1392.3,27.5,20.2,40.0,1012.9,1.5,234
2024-09-06 10:00:00,26.5,46.0,59.5,23.8,1067.8,46.5,21.2,40.0,1014.7,5.7,210
2024-09-06 11:00:00,28.1,49.8,60.9,15.4,902.4,26.5,21.8,43.0,1016.7,4.9,232
2024-09-06 12:00:00,20.4,31.8,58.4,17.4,837.7,68.0,22.0,40.0,1016.4,4.5,227
2024-09-06 13:00:00,20.8,33.4,53.0,19.3,841.3,54.9,21.8,40.0,1016.8,3.2,203
2024-09-06 14:00:00,19.8,32.2,48.6,17.3,866.6,84.5,21.2,40.0,1008.2,4.1,240
2024-09-06 15:00:00,16.9,29.2,38.8,16.9,797.0,84.4,20.2,40.7,1016.2,2.4,202
2024-09-06 16:00:00,21.6,36.5,50.2,17.7,796.9,110.3,19.0,41.5,1015.8,3.8,237
2024-09-06 17:00:00,28.5,44.7,55.7,12.2,1037.5,94.7,17.6,42.5,1013.4,5.4,210
2024-09-06 18:00:00,30.1,48.1,57.7,17.2,942.9,90.6,16.0,47.4,1018.2,5.0,182
2024-09-06 19:00:00,22.9,38.8,49.5,15.4,957.7,80.3,14.4,57.0,1016.2,5.2,242
2024-09-06 20:00:00,17.2,27.8,45.6,18.7,673.6,75.5,13.0,47.8,1021.3,5.8,230
2024-09-06 21:00:00,24.7,40.3,42.0,18.4,791.5,77.5,11.8,49.4,1010.7,3.9,235
2024-09-06 22:00:00,17.8,27.4,44.4,20.7,874.6,66.9,10.8,51.3,1012.0,7.8,268
2024-09-06 23:00:00,16.7,24.5,49.8,15.2,817.8,68.5,10.2,52.3,1015.2,7.8,273
2024-09-07 00:00:00,8.4,13.5,42.5,17.8,620.1,49.2,10.7,61.5,1017.1,5.5,251
2024-09-07 01:00:00,11.7,17.8,27.6,17.0,616.2,50.9,10.9,58.9,1014.4,6.0,169
2024-09-07 02:00:00,15.0,25.7,43.4,14.1,728.9,66.3,11.5,58.1,1016.2,5.2,213
2024-09-07 03:00:00,10.7,17.8,41.8,17.8,777.9,36.6,12.5,61.0,1016.7,5.4,229
2024-09-07 04:00:00,13.6,21.0,39.9,17.5,695.2,32.3,13.7,40.0,1012.9,9.5,215
2024-09-07 05:00:00,19.1,30.2,40.0,18.5,789.4,10.0,15.1,43.9,1016.1,5.9,219
2024-09-07 06:00:00,25.6,41.1,48.3,15.3,896.2,25.1,16.7,40.0,1009.1,3.2,267
2024-09-07 07:00:00,28.5,46.8,59.8,15.5,1085.2,17.3,18.3,40.0,1013.5,5.1,251
2024-09-07 08:00:00,31.5,50.3,60.8,16.7,1030.4,35.1,19.7,43.8,1018.7,5.3,203
2024-09-07 09:00:00,27.7,47.4,55.3,17.2,992.8,26.3,20.9,41.4,1018.8,5.2,267
2024-09-07 10:00:00,20.2,29.3,45.2,14.7,697.8,26.2,21.9,40.0,1017.1,6.8,247
2024-09-07 11:00:00,23.9,33.9,41.6,15.4,687.5,45.3,22.5,40.0,1016.7,6.5,233
2024-09-07 12:00:00,20.7,29.0,30.7,21.1,669.5,69.7,22.7,40.0,1013.4,6.4,262
2024-09-07 13:00:00,18.7,31.3,27.9,14.2,529.2,78.1,22.5,40.0,1016.3,5.7,228
2024-09-07 14:00:00,20.7,36.3,37.9,20.9,592.1,77.4,21.9,40.0,1018.9,6.4,254
2024-09-07 15:00:00,15.4,24.4,29.9,18.1,587.2,81.5,20.9,40.0,1020.4,5.7,198
2024-09-07 16:00:00,7.7,10.6,32.6,18.6,583.1,87.4,19.7,40.8,1017.6,6.7,282
2024-09-07 17:00:00,22.4,32.1,33.0,15.6,761.4,73.8,18.3,40.0,1016.8,4.4,234
2024-09-07 18:00:00,20.9,32.9,33.8,16.4,682.8,85.1,16.7,45.8,1020.5,7.3,246
2024-09-07 19:00:00,21.5,35.3,33.4,15.3,676.7,78.4,15.1,48.0,1017.6,8.8,223
2024-09-07 20:00:00,13.8,20.4,30.1,15.4,605.9,70.3,13.7,42.2,1014.8,5.0,298
2024-09-07 21:00:00,17.6,24.6,36.3,24.1,617.0,94.2,12.5,44.9,1013.9,6.9,205
2024-09-07 22:00:00,19.2,32.0,28.7,17.3,647.8,80.0,11.5,54.5,1011.2,3.0,248
2024-09-07 23:00:00,15.4,22.1,32.3,12.8,565.5,85.9,10.9,62.1,1011.4,7.0,213
2024-09-08 00:00:00,11.3,18.2,32.8,14.4,612.1,56.4,11.4,53.5,1013.9,8.6,183
2024-09-08 01:00:00,10.5,17.3,35.2,16.2,660.3,52.5,11.6,55.6,1018.8,4.5,205
2024-09-08 02:00:00,11.7,20.6,46.4,17.3,810.3,56.1,12.2,57.4,1019.5,3.5,193
2024-09-08 03:00:00,10.0,15.0,48.2,18.2,681.4,41.3,13.1,61.4,1016.0,6.2,237
2024-09-08 04:00:00,11.2,18.7,44.1,13.0,746.1,23.6,14.4,54.2,1018.4,6.3,192
2024-09-08 05:00:00,15.1,23.4,42.2,15.6,688.2,20.4,15.8,48.7,1013.3,6.5,231
2024-09-08 06:00:00,18.8,31.8,39.3,15.3,813.4,30.7,17.4,40.0,1014.6,7.3,224
2024-09-08 07:00:00,31.1,52.8,56.5,20.4,1097.0,28.7,18.9,40.0,1017.6,5.5,237
2024-09-08 08:00:00,29.3,44.6,55.6,15.4,1133.5,43.1,20.4,46.0,1014.9,6.3,281
2024-09-08 09:00:00,25.7,41.6,59.9,13.8,982.6,11.9,21.6,40.0,1021.8,5.9,187
2024-09-08 10:00:00,21.1,33.2,30.0,20.5,743.2,49.8,22.5,40.0,1018.3,7.8,265
2024-09-08 11:00:00,18.2,30.7,38.5,13.4,689.1,44.2,23.1,40.0,1020.5,4.6,226
2024-09-08 12:00:00,19.4,31.6,34.1,20.5,603.3,48.8,23.4,40.0,1019.1,4.7,233
2024-09-08 13:00:00,21.1,33.0,34.5,17.4,608.3,75.0,23.1,40.0,1019.0,5.3,250
2024-09-08 14:00:00,13.7,22.5,30.2,18.5,628.6,65.5,22.5,40.0,1019.8,8.2,208
2024-09-08 15:00:00,15.5,24.6,30.4,19.3,507.4,87.1,21.6,40.0,1019.2,7.4,215
2024-09-08 16:00:00,14.9,23.7,23.0,15.6,421.7,96.7,20.4,40.0,1019.3,3.2,246
2024-09-08 17:00:00,20.6,32.9,41.1,16.2,715.5,87.6,18.9,40.0,1019.1,6.6,180
2024-09-08 18:00:00,15.1,23.5,34.0,18.5,699.2,88.8,17.4,47.1,1018.5,8.6,153
2024-09-08 19:00:00,22.1,35.8,36.4,17.0,699.7,91.0,15.8,48.1,1022.2,3.8,242
2024-09-08 20:00:00,16.1,22.5,28.9,20.1,534.3,96.1,14.4,44.0,1016.8,3.7,307
2024-09-08 21:00:00,15.8,24.1,31.9,17.4,598.3,73.4,13.1,54.2,1015.9,6.1,181
2024-09-08 22:00:00,17.0,30.0,32.4,16.3,578.8,78.8,12.2,63.6,1016.3,4.2,204
2024-09-08 23:00:00,22.5,36.0,32.5,19.0,566.2,59.8,11.6,54.4,1022.3,3.9,233
2024-09-09 00:00:00,11.4,17.2,44.7,22.3,848.5,68.9,11.9,55.7,1015.4,6.4,218
2024-09-09 01:00:00,14.5,24.6,65.7,19.8,1074.6,43.4,12.1,45.3,1021.0,6.7,206
2024-09-09 02:00:00,18.7,29.3,55.6,13.6,990.7,33.4,12.7,53.7,1014.1,6.6,210
2024-09-09 03:00:00,15.1,23.4,56.0,18.0,1129.8,25.8,13.7,42.8,1021.4,5.0,287
2024-09-09 04:00:00,15.2,24.0,59.2,19.0,994.2,26.6,14.9,52.5,1019.4,7.0,259
2024-09-09 05:00:00,20.0,32.1,63.0,16.4,1074.9,26.3,16.4,48.5,1020.1,5.9,213
2024-09-09 06:00:00,28.0,43.8,56.8,15.4,1078.8,31.4,17.9,44.8,1016.8,6.9,275
2024-09-09 07:00:00,44.1,66.0,93.8,21.2,1612.1,10.0,19.5,41.3,1018.6,4.4,194
2024-09-09 08:00:00,41.5,65.7,94.9,15.8,1507.5,17.0,20.9,44.3,1019.0,7.7,251
2024-09-09 09:00:00,36.1,60.8,87.6,18.6,1421.2,21.1,22.2,40.0,1019.1,4.9,241
2024-09-09 10:00:00,29.4,43.5,49.9,16.0,975.2,38.9,23.1,40.0,1018.4,7.1,262
2024-09-09 11:00:00,26.4,41.1,58.0,13.9,1019.2,45.1,23.7,40.0,1014.0,5.3,275
2024-09-09 12:00:00,26.6,41.1,55.3,16.2,900.8,43.9,23.9,40.0,1016.9,4.6,232
2024-09-09 13:00:00,21.7,30.8,43.3,15.0,936.7,70.8,23.7,40.0,1016.2,5.9,244
2024-09-09 14:00:00,22.8,36.2,43.3,16.9,914.9,79.0,23.1,40.0,1015.4,1.1,210
2024-09-09 15:00:00,21.6,33.1,47.6,18.5,722.0,89.7,22.2,40.0,1016.9,4.9,226
2024-09-09 16:00:00,23.2,37.3,42.3,20.1,798.3,77.7,20.9,40.0,1015.3,3.5,208
2024-09-09 17:00:00,32.1,51.2,63.8,22.5,1085.0,78.7,19.5,40.0,1018.5,6.9,227
2024-09-09 18:00:00,25.3,41.8,62.6,15.0,1039.4,79.9,17.9,40.0,1017.6,5.9,214
2024-09-09 19:00:00,27.5,43.9,62.1,19.6,1052.0,67.1,16.4,41.5,1016.6,5.9,252
2024-09-09 20:00:00,19.4,30.3,37.9,16.1,702.9,84.0,14.9,48.4,1017.2,6.9,248
2024-09-09 21:00:00,21.0,29.3,41.8,15.2,773.5,66.1,13.7,45.3,1012.9,9.5,212
2024-09-09 22:00:00,20.9,34.3,46.3,21.0,838.2,71.1,12.7,53.2,1020.1,5.3,220
2024-09-09 23:00:00,23.6,40.5,46.8,21.4,907.8,53.8,12.1,47.8,1020.8,6.0,258
2024-09-10 00:00:00,11.5,19.4,54.4,18.5,779.7,73.9,12.5,48.5,1019.4,4.1,290
2024-09-10 01:00:00,15.1,23.2,53.7,17.0,976.9,37.7,12.7,53.6,1019.2,6.0,247
2024-09-10 02:00:00,11.9,21.0,58.4,19.5,1029.1,42.2,13.3,46.9,1022.6,6.7,252
2024-09-10 03:00:00,21.7,33.4,63.2,19.7,1031.1,35.6,14.2,51.3,1020.1,7.0,252
2024-09-10 04:00:00,15.5,23.8,54.4,19.3,1075.2,25.7,15.5,46.2,1022.4,6.2,240
2024-09-10 05:00:00,20.6,33.8,59.4,16.8,1216.0,23.3,16.9,40.3,1018.2,8.7,215
2024-09-10 06:00:00,29.0,46.4,72.2,16.4,1172.1,21.0,18.5,45.3,1017.2,7.5,207
2024-09-10 07:00:00,42.1,67.5,85.6,16.4,1641.2,10.0,20.0,40.0,1018.7,7.2,231
2024-09-10 08:00:00,46.3,80.7,95.1,17.8,1540.1,22.6,21.5,40.0,1022.0,6.6,255
2024-09-10 09:00:00,41.4,63.8,81.0,17.7,1488.3,28.4,22.7,40.0,1018.3,4.6,276
2024-09-10 10:00:00,26.1,37.2,52.9,19.9,970.9,30.4,23.7,40.0,1015.0,7.7,313
2024-09-10 11:00:00,25.7,39.8,53.5,20.0,986.3,59.8,24.3,40.1,1022.4,4.4,293
2024-09-10 12:00:00,31.4,49.7,50.1,18.6,957.5,53.6,24.5,40.0,1014.6,6.0,229
2024-09-10 13:00:00,24.6,39.3,41.8,23.6,961.4,64.4,24.3,40.0,1020.2,4.6,284
2024-09-10 14:00:00,23.6,38.7,50.3,18.4,759.4,74.3,23.7,40.0,1021.1,6.8,219
2024-09-10 15:00:00,22.6,38.4,47.5,12.2,711.9,103.1,22.7,40.0,1022.0,5.4,246
2024-09-10 16:00:00,19.5,31.5,43.2,17.1,711.3,74.5,21.5,44.0,1013.2,6.1,249
2024-09-10 17:00:00,25.6,40.3,60.3,12.9,1033.2,78.2,20.0,40.0,1020.2,6.1,252
2024-09-10 18:00:00,33.2,54.1,58.8,17.0,1035.9,91.7,18.5,41.6,1015.9,6.3,279
2024-09-10 19:00:00,31.6,55.3,68.1,18.2,963.4,50.7,16.9,44.0,1017.4,6.3,244
2024-09-10 20:00:00,21.0,34.7,37.0,17.5,780.3,78.2,15.5,47.1,1022.2,5.0,239
2024-09-10 21:00:00,19.5,29.3,46.2,19.7,793.1,81.2,14.2,48.5,1016.8,8.6,273
2024-09-10 22:00:00,27.6,40.3,47.3,15.3,863.8,81.3,13.3,49.2,1019.6,4.4,243
2024-09-10 23:00:00,24.0,41.1,46.1,18.8,964.5,49.2,12.7,48.1,1014.2,7.2,205
2024-09-11 00:00:00,12.8,20.9,50.5,15.0,891.9,66.8,12.9,49.5,1022.4,3.7,284
2024-09-11 01:00:00,15.5,23.7,53.9,15.5,906.0,69.8,13.1,50.8,1020.5,7.1,252
2024-09-11 02:00:00,15.2,23.9,63.1,17.1,1026.9,31.5,13.7,47.6,1019.5,5.2,244
2024-09-11 03:00:00,21.2,31.8,61.1,15.5,1076.0,34.9,14.7,40.6,1023.7,6.9,228
2024-09-11 04:00:00,15.5,24.6,58.0,17.1,1014.7,21.8,15.9,51.7,1024.8,7.7,266
2024-09-11 05:00:00,17.7,28.9,59.8,16.7,1108.3,21.0,17.4,40.0,1020.5,8.6,228
